player_name,position,signing_team,previous_team,contract_value,aav,contract_years,signing_year,signing_date,contract_type
Jack Drury,C,Carolina Hurricanes,Carolina Hurricanes,3450000,1725000,2,2024,2024-07-17,other
Jack Johnson,"LD, RD",Columbus Blue Jackets,Colorado Avalanche,775000,775000,1,2024,2024-07-03,UFA
Jack Peart,LD,Minnesota Wild,NA,2775000,925000,3,2024,2024-03-26,RFA
Jack Rathbone,LD,Buffalo Sabres,Vancouver Canucks,775000,775000,1,2024,2024-07-01,other
Jack Roslovic,"RW, C",Carolina Hurricanes,Columbus Blue Jackets,2800000,2800000,1,2024,2024-07-04,UFA
Jack St. Ivany,RD,Pittsburgh Penguins,Pittsburgh Penguins,2325000,775000,3,2024,2024-05-21,UFA
Jack Studnicka,"RW, C",Los Angeles Kings,Vancouver Canucks,775000,775000,1,2024,2024-07-01,other
Jackson Blake,RW,Carolina Hurricanes,Carolina Hurricanes,2775000,925000,3,2024,2024-04-10,RFA
Jackson LaCombe,"RD, LD",Anaheim Ducks,Anaheim Ducks,1850000,925000,2,2024,2024-07-15,other
Jacob Bryson,"LD, RD",Buffalo Sabres,Buffalo Sabres,900000,900000,1,2024,2024-07-01,UFA
Jacob Gaucher,C,Philadelphia Flyers,NA,1741000,870500,2,2024,2024-12-12,RFA
Jacob Lucchini,C,Nashville Predators,Minnesota Wild,1550000,775000,2,2024,2024-07-01,UFA
Jacob MacDonald,"RD, LD",Colorado Avalanche,San Jose Sharks,1550000,775000,2,2024,2024-07-01,UFA
Jacob Moverare,"LD, RD",Los Angeles Kings,Los Angeles Kings,1550000,775000,2,2024,2024-03-06,UFA
Jacob Quillan,C,Toronto Maple Leafs,NA,1750000,875000,2,2024,2024-04-01,RFA
Jake Bean,"LD, RD",Calgary Flames,Columbus Blue Jackets,3500000,1750000,2,2024,2024-07-01,UFA
Jake Christiansen,"LD, RD",Columbus Blue Jackets,Columbus Blue Jackets,775000,775000,1,2024,2024-07-10,other
Jake DeBrusk,"RW, LW",Vancouver Canucks,Boston Bruins,38500000,5500000,7,2024,2024-07-01,UFA
Jake Guentzel,"LW, C",Tampa Bay Lightning,Pittsburgh Penguins,63000000,9000000,7,2024,2024-06-30,UFA
Jake McCabe,"LD, RD",Toronto Maple Leafs,Toronto Maple Leafs,23500000,4700000,5,2024,2024-10-28,UFA
Jake Middleton,LD,Minnesota Wild,Minnesota Wild,17400000,4350000,4,2024,2024-07-01,UFA
Jake Neighbours,"RW, LW",St. Louis Blues,St. Louis Blues,7500000,3750000,2,2024,2024-10-22,RFA
Jake Oettinger,G,Dallas Stars,Dallas Stars,66000000,8250000,8,2024,2024-10-17,UFA
Jakob Pelletier,LW,Calgary Flames,Calgary Flames,800000,800000,1,2024,2024-09-12,other
Jakub Malek,G,New Jersey Devils,NA,1850000,925000,2,2024,2024-05-06,RFA
Jakub Rychlovsky,LW,Detroit Red Wings,NA,1900000,950000,2,2024,2024-06-03,RFA
Jakub Stancl,C,St. Louis Blues,NA,2750000,916667,3,2024,2024-06-01,RFA
Jakub Vrana,LW,Washington Capitals,St. Louis Blues,775000,775000,1,2024,2024-10-07,UFA
Jakub Vrana,LW,Washington Capitals,St. Louis Blues,775000,775000,1,2024,2024-10-08,UFA
Jalen Chatfield,RD,Carolina Hurricanes,Carolina Hurricanes,9000000,3000000,3,2024,2024-06-13,UFA
James Hamblin,"C, LW",Edmonton Oilers,Edmonton Oilers,1550000,775000,2,2024,2024-07-01,UFA
James Reimer,G,Buffalo Sabres,Detroit Red Wings,1000000,1000000,1,2024,2024-07-01,UFA
James Stefan,RW,Edmonton Oilers,NA,2850000,950000,3,2024,2024-03-21,RFA
James van Riemsdyk,LW,Columbus Blue Jackets,Boston Bruins,900000,900000,1,2024,2024-09-15,UFA
Jamieson Rees,C,Ottawa Senators,NA,775000,775000,1,2024,2024-06-21,other
Jan Jenik,C,Ottawa Senators,Arizona Coyotes,775000,775000,1,2024,2024-07-05,other
Jansen Harkins,"LW, RW, C",Anaheim Ducks,Pittsburgh Penguins,1575000,787500,2,2024,2024-07-02,UFA
Jared Davidson,C,Montreal Canadiens,NA,1760000,880000,2,2024,2024-05-31,RFA
Jaret Anderson-Dolan,"RW, C",Winnipeg Jets,Los Angeles Kings,1550000,775000,2,2024,2024-07-02,other
Jaroslav Chmelar,RW,New York Rangers,NA,2775000,925000,3,2024,2024-03-20,RFA
Jarred Tinordi,LD,Calgary Flames,Chicago Blackhawks,800000,800000,1,2024,2024-09-10,UFA
Jason Dickinson,"C, RW",Chicago Blackhawks,Chicago Blackhawks,8500000,4250000,2,2024,2024-01-16,UFA
Jason Polin,RW,Colorado Avalanche,Colorado Avalanche,775000,775000,1,2024,2024-07-05,other
Jason Zucker,"LW, RW",Buffalo Sabres,Arizona Coyotes,5000000,5000000,1,2024,2024-07-01,UFA
Jaxon Nelson,C,Boston Bruins,NA,950000,950000,1,2024,2024-04-02,other
Jaxson Stauber,G,Utah Hockey Club,Chicago Blackhawks,775000,775000,1,2024,2024-07-05,other
Jaycob Megna,"RD, LD",Florida Panthers,Chicago Blackhawks,775000,775000,1,2024,2024-07-05,UFA
Jeff Malott,LW,Los Angeles Kings,Winnipeg Jets,1550000,775000,2,2024,2024-07-01,UFA
Jeff Skinner,"LW, RW, C",Edmonton Oilers,Buffalo Sabres,3000000,3000000,1,2024,2024-07-01,UFA
Jeffrey Viel,LW,Boston Bruins,San Jose Sharks,1550000,775000,2,2024,2024-07-01,UFA
Jere Innala,LW,Colorado Avalanche,NA,950000,950000,1,2024,2024-06-13,UFA
Jeremy Davies,LD,Ottawa Senators,Buffalo Sabres,775000,775000,1,2024,2024-07-01,UFA
Jeremy Hanzel,LD,Colorado Avalanche,NA,2555000,851667,3,2024,2024-03-07,RFA
Jeremy Swayman,G,Boston Bruins,Boston Bruins,66000000,8250000,8,2024,2024-10-06,UFA
Jesper Boqvist,"C, RW, LW",Florida Panthers,Boston Bruins,775000,775000,1,2024,2024-07-01,UFA
Jesper Wallstedt,G,Minnesota Wild,Minnesota Wild,4400000,2200000,2,2024,2024-10-07,RFA
Jesse Nurmi,LW,New York Islanders,NA,2850000,950000,3,2024,2024-06-10,RFA
Jesse Puljujarvi,RW,Pittsburgh Penguins,Pittsburgh Penguins,1600000,800000,2,2024,2024-02-04,UFA
Jesse Pulkkinen,LD,New York Islanders,NA,2642499,975000,3,2024,2024-07-15,RFA
Jet Greaves,G,Columbus Blue Jackets,Columbus Blue Jackets,1625000,812500,2,2024,2024-07-12,other
Jett Luchanko,C,Philadelphia Flyers,NA,4425000,1475000,3,2024,2024-07-08,RFA
Jett Woo,RD,Vancouver Canucks,NA,775000,775000,1,2024,2024-06-30,other
Jimmy Huntington,C,Pittsburgh Penguins,NA,775000,775000,1,2024,2024-07-01,other
Jimmy Schuldt,LD,San Jose Sharks,Vegas Golden Knights,775000,800000,1,2024,2024-07-01,UFA
Jiri Patera,G,Vancouver Canucks,Vegas Golden Knights,775000,775000,1,2024,2024-07-01,other
Joakim Ryan,LD,Carolina Hurricanes,Carolina Hurricanes,775000,775000,1,2024,2024-07-14,UFA
Joe Hicketts,LD,Los Angeles Kings,Detroit Red Wings,775000,775000,1,2024,2024-05-24,UFA
Joe Snively,C,Detroit Red Wings,Washington Capitals,775000,775000,1,2024,2024-07-02,UFA
Joe Veleno,"C, RW, LW",Detroit Red Wings,Detroit Red Wings,4550000,2275000,2,2024,2024-07-19,other
Joel Edmundson,"LD, RD",Los Angeles Kings,Washington Capitals,15400000,3850000,4,2024,2024-07-01,UFA
Joel Kiviranta,LW,Colorado Avalanche,Colorado Avalanche,775000,775000,1,2024,2024-07-01,UFA
Joel Nystrom,RD,Carolina Hurricanes,NA,1850000,925000,2,2024,2024-05-07,RFA
Joey Anderson,"RW, LW",Chicago Blackhawks,Chicago Blackhawks,1600000,800000,2,2024,2024-07-01,UFA
Joey Daccord,G,Seattle Kraken,Seattle Kraken,25000000,5000000,5,2024,2024-10-09,UFA
John Hayden,C,Seattle Kraken,Seattle Kraken,775000,775000,1,2024,2024-06-30,UFA
Jonah Gadjovich,LW,Florida Panthers,Florida Panthers,1550000,775000,2,2024,2024-03-07,UFA
Jonatan Berggren,RW,Detroit Red Wings,Detroit Red Wings,825000,825000,1,2024,2024-09-16,other
Jonathan Aspirot,LD,Calgary Flames,NA,775000,775000,1,2024,2024-07-02,other
Jonathan Drouin,"LW, RW",Colorado Avalanche,Colorado Avalanche,2500000,2500000,1,2024,2024-07-01,UFA
Jonathan Gruden,"LW, C",Pittsburgh Penguins,Pittsburgh Penguins,1550000,775000,2,2024,2024-05-21,other
Jonathan Marchessault,"RW, C",Nashville Predators,Vegas Golden Knights,27500000,5500000,5,2024,2024-07-01,UFA
Jonathan Quick,G,New York Rangers,New York Rangers,1300000,1300000,1,2024,2024-03-03,UFA
Joni Jurmo,LD,Calgary Flames,NA,1700000,850000,2,2024,2024-03-24,RFA
Jonny Brodzinski,"RW, C, LW",New York Rangers,New York Rangers,1575000,787500,2,2024,2024-02-21,UFA
Jordan Eberle,RW,Seattle Kraken,Seattle Kraken,9500000,4750000,2,2024,2024-03-08,UFA
Jordan Martinook,LW,Carolina Hurricanes,Carolina Hurricanes,9150000,3050000,3,2024,2024-07-01,UFA
Jordan Oesterle,"LD, RD",Boston Bruins,Calgary Flames,1550000,775000,2,2024,2024-07-01,UFA
Jordan Spence,RD,Los Angeles Kings,Los Angeles Kings,3000000,1500000,2,2024,2024-07-31,other
Joseph Cecconi,RD,Minnesota Wild,NA,775000,775000,1,2024,2024-07-01,UFA
Joseph LaBate,C,Columbus Blue Jackets,Vancouver Canucks,775000,775000,1,2024,2024-11-29,UFA
Joseph Woll,G,Toronto Maple Leafs,Toronto Maple Leafs,10980000,3666667,3,2024,2024-07-01,UFA
Josh Brown,"RD, LD",Edmonton Oilers,Arizona Coyotes,3000000,1000000,3,2024,2024-07-01,UFA
Josh Dunne,C,Buffalo Sabres,Columbus Blue Jackets,1550000,775000,2,2024,2024-07-01,UFA
Josh Mahura,"LD, RD",Seattle Kraken,Florida Panthers,775000,775000,1,2024,2024-07-03,UFA
Josiah Slavin,LW,Carolina Hurricanes,Chicago Blackhawks,1550000,775000,2,2024,2024-07-07,UFA
Juha Jaaska,LW,Carolina Hurricanes,NA,850000,850000,1,2024,2024-04-09,UFA
Julian Lutz,LW,Utah Hockey Club,NA,2850000,950000,3,2024,2024-05-26,RFA
Juraj Pekarcik,LW,St. Louis Blues,NA,2850000,950000,3,2024,2024-05-29,RFA
Juraj Slafkovsky,LW,Montréal Canadiens,Montréal Canadiens,60800000,7600000,8,2024,2024-07-01,UFA
Justin Bailey,RW,San Jose Sharks,San Jose Sharks,775000,775000,1,2024,2024-06-30,UFA
Justin Barron,"RD, LD",Montreal Canadiens,Montréal Canadiens,2300000,1150000,2,2024,2024-07-30,other
Justin Brazeau,RW,Boston Bruins,Boston Bruins,1550000,775000,2,2024,2024-02-18,UFA
Justin Ertel,LW,Dallas Stars,NA,2775000,925000,3,2024,2024-03-11,RFA
Justin Hryckowian,C,Dallas Stars,NA,1900000,950000,2,2024,2024-03-20,RFA
Justin Kirkland,C,Calgary Flames,Arizona Coyotes,775000,775000,1,2024,2024-07-03,UFA
Justus Annunen,G,Colorado Avalanche,Colorado Avalanche,1675000,837500,2,2024,2024-03-26,other
Juuse Saros,G,Nashville Predators,Nashville Predators,61920000,7740000,8,2024,2024-07-01,UFA
Juuso Parssinen,"RW, LW, C",Nashville Predators,Nashville Predators,775000,775000,1,2024,2024-09-09,other
Juuso Valimaki,LD,Utah Hockey Club,Arizona Coyotes,4000000,2000000,2,2024,2024-06-30,UFA
Kaapo Kahkonen,G,Winnipeg Jets,San Jose Sharks,1000000,1000000,1,2024,2024-07-01,UFA
Kaapo Kakko,RW,New York Rangers,New York Rangers,2400000,2400000,1,2024,2024-06-13,other
Kaedan Korczak,RD,Vegas Golden Knights,Vegas Golden Knights,1650000,825000,2,2024,2024-07-01,other
Kaiden Guhle,"LD, RD",Montreal Canadiens,Montréal Canadiens,33300000,5550000,6,2024,2024-07-31,UFA
Kailer Yamamoto,"RW, C",Utah Hockey Club,Seattle Kraken,775000,775000,1,2024,2024-10-06,other
Kale Clague,"LD, RD",Buffalo Sabres,Buffalo Sabres,775000,775000,1,2024,2024-06-28,UFA
Kaleb Lawrence,C,Los Angeles Kings,NA,2557500,852500,3,2024,2024-05-23,RFA
Kalle Vaisanen,LW,New York Rangers,NA,2660000,886667,3,2024,2024-04-02,RFA
Kasperi Kapanen,"RW, LW",St. Louis Blues,St. Louis Blues,1000000,1000000,1,2024,2024-07-01,UFA
Keegan Kolesar,RW,Vegas Golden Knights,Vegas Golden Knights,7500000,2500000,3,2024,2024-12-13,UFA
Kent Johnson,"LW, RW, C",Columbus Blue Jackets,Columbus Blue Jackets,5400000,1800000,3,2024,2024-07-27,RFA
Kevin Connauton,"LD, RD",Utah Hockey Club,Florida Panthers,1550000,775000,2,2024,2024-07-01,UFA
Kevin Gravel,LD,Nashville Predators,Nashville Predators,1550000,775000,2,2024,2024-01-26,UFA
Kevin He,LW,Winnipeg Jets,NA,2925000,975000,3,2024,2024-12-17,RFA
Kevin Labanc,"RW, LW",Columbus Blue Jackets,San Jose Sharks,775000,775000,1,2024,2024-10-05,UFA
Kevin Lankinen,G,Vancouver Canucks,Nashville Predators,875000,875000,1,2024,2024-09-21,UFA
Kevin Mandolese,G,Colorado Avalanche,Ottawa Senators,775000,775000,1,2024,2024-07-16,other
Kevin Rooney,C,Calgary Flames,Calgary Flames,1300000,1300000,1,2024,2024-03-08,UFA
Kevin Stenlund,"C, RW",Utah Hockey Club,Florida Panthers,4000000,2000000,2,2024,2024-07-01,UFA
Kiefer Sherwood,LW,Vancouver Canucks,Nashville Predators,3000000,1500000,2,2024,2024-07-01,UFA
Kieffer Bellows,LW,Nashville Predators,New York Islanders,775000,775000,1,2024,2024-07-03,UFA
Kim Saarinen,G,Seattle Kraken,NA,2925000,975000,3,2024,2024-07-14,RFA
Kirill Marchenko,RW,Columbus Blue Jackets,Columbus Blue Jackets,11550000,3850000,3,2024,2024-07-28,other
Kole Lind,RW,Dallas Stars,Seattle Kraken,775000,775000,1,2024,2024-07-01,other
Konsta Helenius,C,Buffalo Sabres,NA,2925000,1575000,3,2024,2024-07-08,RFA
Kurtis MacDermid,LW,New Jersey Devils,Colorado Avalanche,3450000,1150000,3,2024,2024-05-17,UFA
Kyle Capobianco,LD,Dallas Stars,Winnipeg Jets,1550000,775000,2,2024,2024-07-01,UFA
Kyle MacLean,C,New York Islanders,New York Islanders,2325000,775000,3,2024,2024-06-19,UFA
Landon Slaggert,LW,Chicago Blackhawks,Chicago Blackhawks,2700000,1350000,2,2024,2024-03-10,RFA
Landon Slaggert,LW,Chicago Blackhawks,Chicago Blackhawks,1800000,900000,2,2024,2024-10-18,other
Lane Hutson,LD,Montreal Canadiens,Montréal Canadiens,4450000,1333333,3,2024,2024-04-12,RFA
Laurent Brossoit,G,Chicago Blackhawks,Winnipeg Jets,6600000,3300000,2,2024,2024-07-01,UFA
Leon Draisaitl,"C, RW",Edmonton Oilers,Edmonton Oilers,112000000,14000000,8,2024,2024-09-01,UFA
Leon Muggli,LD,Washington Capitals,NA,2925000,975000,3,2024,2024-07-10,RFA
Liam Foudy,"LW, RW, C",New York Islanders,Columbus Blue Jackets,775000,775000,1,2024,2024-07-10,other
Liam Greentree,RW,Los Angeles Kings,NA,2925000,975000,3,2024,2024-07-19,RFA
Liam O'Brien,"RW, LW, C",Utah Hockey Club,Arizona Coyotes,3000000,1000000,3,2024,2024-06-26,UFA
Linus Karlsson,"RW, C",Vancouver Canucks,Vancouver Canucks,775000,775000,1,2024,2024-06-20,other
Linus Ullmark,G,Ottawa Senators,Boston Bruins,33000000,8250000,4,2024,2024-10-09,UFA
Lleyton Roed,LW,Seattle Kraken,NA,1900000,950000,2,2024,2024-03-27,RFA
Logan O'Connor,RW,Colorado Avalanche,Colorado Avalanche,15000000,2500000,6,2024,2024-09-23,UFA
Logan Stanley,"RD, LD",Winnipeg Jets,Winnipeg Jets,2500000,1250000,2,2024,2024-07-06,UFA
Loke Johansson,LD,Boston Bruins,NA,2580000,860000,3,2024,2024-11-07,RFA
Louis Crevier,"RD, LD",Chicago Blackhawks,Chicago Blackhawks,775000,775000,1,2024,2024-07-29,RFA
Louis Domingue,G,New York Rangers,New York Rangers,775000,775000,1,2024,2024-03-10,UFA
Luca Cagnoni,LD,San Jose Sharks,NA,2850000,950000,3,2024,2024-05-22,RFA
Luca Pinelli,C,Columbus Blue Jackets,NA,2850000,950000,3,2024,2024-04-23,RFA
Lucas Carlsson,LD,San Jose Sharks,Florida Panthers,1600000,800000,2,2024,2024-07-01,UFA
Lucas Raymond,"LW, RW",Detroit Red Wings,Detroit Red Wings,64600000,8075000,8,2024,2024-09-16,UFA
Lukas Dragicevic,RD,Seattle Kraken,NA,2850000,950000,3,2024,2024-03-28,RFA
Lukas Reichel,LW,Chicago Blackhawks,Chicago Blackhawks,2400000,1200000,2,2024,2024-05-07,other
Luke Henman,C,Seattle Kraken,NA,775000,775000,1,2024,2024-06-30,other
Luke Krys,RD,Dallas Stars,NA,1900000,950000,2,2024,2024-03-19,RFA
Luke Kunin,"C, LW, RW",San Jose Sharks,San Jose Sharks,2750000,2750000,1,2024,2024-06-30,UFA
Luke Philp,C,Washington Capitals,Chicago Blackhawks,775000,775000,1,2024,2024-07-02,UFA
Luke Tuch,LW,Montreal Canadiens,NA,1850000,925000,2,2024,2024-04-16,RFA
Mac Hollowell,RD,Pittsburgh Penguins,Toronto Maple Leafs,775000,775000,1,2024,2024-07-01,other
MacKenzie Entwistle,"C, RW",Florida Panthers,Chicago Blackhawks,775000,775000,1,2024,2024-07-02,other
Mackenzie Blackwood,G,Colorado Avalanche,San Jose Sharks,26250000,5250000,5,2024,2024-12-27,UFA
Macklin Celebrini,C,San Jose Sharks,NA,13425000,4475000,3,2024,2024-07-06,RFA
Mads Sogaard,G,Ottawa Senators,Ottawa Senators,1550000,775000,2,2024,2024-07-15,RFA
Magnus Hellberg,G,Dallas Stars,Pittsburgh Penguins,775000,775000,1,2024,2024-08-12,UFA
Marat Khusnutdinov,"C, RW, LW",Minnesota Wild,Minnesota Wild,2700000,1350000,2,2024,2024-02-28,RFA
Marc Del Gaizo,LD,Nashville Predators,Nashville Predators,775000,775000,1,2024,2024-09-09,other
Marc Gatcomb,C,New York Islanders,NA,775000,775000,1,2024,2024-07-04,other
Marc McLaughlin,C,Boston Bruins,Boston Bruins,775000,775000,1,2024,2024-07-16,other
Marc-Andre Fleury,G,Minnesota Wild,Minnesota Wild,2500000,2500000,1,2024,2024-04-17,UFA
Marcus Hogberg,G,New York Islanders,Ottawa Senators,1550000,775000,2,2024,2024-05-07,UFA
Mark Friedman,"RD, LD",Vancouver Canucks,Vancouver Canucks,775000,775000,1,2024,2024-06-19,UFA
Mark Jankowski,"C, RW",Nashville Predators,Nashville Predators,1600000,800000,2,2024,2024-03-08,UFA
Marshall Warren,LD,New York Islanders,NA,1650000,825000,2,2024,2024-04-16,RFA
Martin Frk,RW,Calgary Flames,Los Angeles Kings,775000,775000,1,2024,2024-07-01,UFA
Martin Misiak,RW,Chicago Blackhawks,NA,2850000,950000,3,2024,2024-05-28,RFA
Martin Necas,"RW, LW, C",Carolina Hurricanes,Carolina Hurricanes,13000000,6500000,2,2024,2024-07-29,UFA
Martin Pospisil,"RW, C",Calgary Flames,Calgary Flames,2000000,1000000,2,2024,2024-02-07,other
Mason Jobst,C,Buffalo Sabres,NA,775000,775000,1,2024,2024-07-01,UFA
Mason Shaw,"LW, RW, C",Minnesota Wild,Minnesota Wild,775000,775000,1,2024,2024-02-15,other
Mason Shaw,"LW, RW, C",Winnipeg Jets,Minnesota Wild,775000,775000,1,2024,2024-07-03,other
Massimo Rizzo,C,Philadelphia Flyers,NA,1850000,925000,2,2024,2024-04-17,RFA
Matej Blumel,RW,Dallas Stars,Dallas Stars,775000,775000,1,2024,2024-06-21,other
Mathew Dumba,RD,Dallas Stars,Arizona Coyotes,7500000,3750000,2,2024,2024-07-01,UFA
Mathias Emilio Pettersen,C,Dallas Stars,NA,775000,775000,1,2024,2024-06-20,other
Mathias Laferriere,RW,St. Louis Blues,NA,775000,775000,1,2024,2024-06-09,other
Matt Duchene,"RW, C",Dallas Stars,Dallas Stars,3000000,3000000,1,2024,2024-07-01,UFA
Matt Grzelcyk,"LD, RD",Pittsburgh Penguins,Boston Bruins,2750000,2750000,1,2024,2024-07-01,UFA
Matt Kiersted,LD,Florida Panthers,Florida Panthers,775000,775000,1,2024,2024-06-28,UFA
Matt Martin,"LW, RW",New York Islanders,New York Islanders,775000,875000,1,2024,2024-10-26,UFA
Matt Murray,G,Nashville Predators,Dallas Stars,775000,775000,1,2024,2024-07-01,UFA
Matt Murray,G,Toronto Maple Leafs,Toronto Maple Leafs,875000,875000,1,2024,2024-07-01,UFA
Matt Roy,RD,Washington Capitals,Los Angeles Kings,40250000,5750000,6,2024,2024-07-01,UFA
Matt Villalta,G,Utah Hockey Club,Arizona Coyotes,1550000,775000,2,2024,2024-06-19,UFA
Matthew Andonovski,LD,Ottawa Senators,NA,2850000,863333,3,2024,2024-07-03,RFA
Matthew Highmore,"RW, C",Ottawa Senators,Ottawa Senators,775000,775000,1,2024,2024-06-27,UFA
Matthew Kessel,RD,St. Louis Blues,St. Louis Blues,1600000,800000,2,2024,2024-03-13,other
Matthew Phillips,RW,Colorado Avalanche,Washington Capitals,775000,775000,1,2024,2024-08-09,UFA
Matthew Robertson,LD,New York Rangers,NA,775000,775000,1,2024,2024-07-15,other
Mattias Janmark,"LW, RW, C",Edmonton Oilers,Edmonton Oilers,4350000,1450000,3,2024,2024-07-01,UFA
Matty Beniers,C,Seattle Kraken,Seattle Kraken,50000000,7142857,7,2024,2024-08-20,UFA
Matvei Gridin,RW,Calgary Flames,NA,2925000,975000,3,2024,2024-07-05,RFA
Matvei Michkov,RW,Philadelphia Flyers,NA,13350000,4250000,3,2024,2024-07-01,RFA
Max Domi,"C, RW, LW",Toronto Maple Leafs,Toronto Maple Leafs,15000000,3750000,4,2024,2024-06-30,UFA
Max Jones,"LW, RW",Boston Bruins,Anaheim Ducks,2000000,1000000,2,2024,2024-07-01,UFA
Max Lajoie,"LD, RD",Seattle Kraken,Toronto Maple Leafs,775000,775000,1,2024,2024-07-01,UFA
Max McCormick,LW,Seattle Kraken,Seattle Kraken,1550000,775000,2,2024,2024-06-30,UFA
Max McCue,C,Columbus Blue Jackets,NA,2575000,858333,3,2024,2024-03-01,RFA
Max Pacioretty,"LW, RW",Toronto Maple Leafs,Washington Capitals,1473770,1473770,1,2024,2024-10-07,UFA
Max Willman,"LW, C",New Jersey Devils,New Jersey Devils,775000,775000,1,2024,2024-05-07,UFA
Maxence Guenette,RD,Ottawa Senators,Ottawa Senators,775000,775000,1,2024,2024-06-18,other
Maxim Tsyplakov,RW,New York Islanders,NA,1950000,1950000,1,2024,2024-05-16,other
Michael Amadio,"RW, C",Ottawa Senators,Vegas Golden Knights,7800000,2600000,3,2024,2024-07-01,UFA
Michael Brandsegg-Nygard,RW,Detroit Red Wings,NA,4425000,1475000,3,2024,2024-07-11,RFA
Michael Callahan,LD,Boston Bruins,NA,775000,775000,1,2024,2024-07-12,other
Michael DiPietro,G,Boston Bruins,Vancouver Canucks,775000,775000,1,2024,2024-03-20,other
Michael Kesselring,"RD, LD",Utah Hockey Club,Arizona Coyotes,2800000,1400000,2,2024,2024-06-28,other
Michael McCarron,"C, RW",Nashville Predators,Nashville Predators,1800000,900000,2,2024,2024-02-16,UFA
Michael Rasmussen,"LW, RW, C",Detroit Red Wings,Detroit Red Wings,12800000,3200000,4,2024,2024-02-20,UFA
Mikael Diotte,RD,New Jersey Devils,NA,2850000,950000,3,2024,2024-03-02,RFA
Mike Hardman,LW,New Jersey Devils,Chicago Blackhawks,1550000,775000,2,2024,2024-07-01,UFA
Mike Reilly,"LD, RD",New York Islanders,Florida Panthers,1250000,1250000,1,2024,2024-07-01,UFA
Miko Matikka,RW,Utah Hockey Club,NA,2850000,950000,3,2024,2024-07-01,RFA
Mikulas Hovorka,RD,Florida Panthers,NA,1900000,950000,2,2024,2024-04-10,RFA
Milo Roelens,C,Tampa Bay Lightning,NA,2850000,950000,3,2024,2024-03-01,RFA
Mitchell Chaffee,RW,Tampa Bay Lightning,Tampa Bay Lightning,1600000,800000,2,2024,2024-05-16,UFA
Mitchell Gibson,G,Washington Capitals,NA,775000,775000,1,2024,2024-07-01,other
Mitchell Stephens,C,Seattle Kraken,Montréal Canadiens,1550000,775000,2,2024,2024-07-01,UFA
Moritz Seider,RD,Detroit Red Wings,Detroit Red Wings,59850000,8550000,7,2024,2024-09-19,UFA
Nate Clurman,RD,Pittsburgh Penguins,NA,775000,775000,1,2024,2024-07-01,UFA
Nate Schmidt,"RD, LD",Florida Panthers,Winnipeg Jets,800000,800000,1,2024,2024-07-03,UFA
Nathan Legare,RW,New Jersey Devils,NA,775000,775000,1,2024,2024-05-07,other
Nathan Smith,C,Vancouver Canucks,Arizona Coyotes,775000,775000,1,2024,2024-07-01,other
Nathan Walker,LW,St. Louis Blues,St. Louis Blues,1550000,775000,2,2024,2024-01-09,UFA
Nicholas Robertson,"LW, RW",Toronto Maple Leafs,Toronto Maple Leafs,875000,875000,1,2024,2024-09-10,other
Nick Blankenburg,"RD, LD",Nashville Predators,Columbus Blue Jackets,1550000,775000,2,2024,2024-07-01,UFA
Nick DeSimone,RD,New Jersey Devils,Calgary Flames,775000,775000,1,2024,2024-06-24,UFA
Nick Foligno,"LW, C",Chicago Blackhawks,Chicago Blackhawks,9000000,4500000,2,2024,2024-01-12,UFA
Nick Lardis,LW,Chicago Blackhawks,NA,2850000,950000,3,2024,2024-04-03,RFA
Nick Seeler,"LD, RD",Philadelphia Flyers,Philadelphia Flyers,10800000,2700000,4,2024,2024-03-06,UFA
Nico Daws,G,New Jersey Devils,New Jersey Devils,1625000,812500,2,2024,2024-07-30,other
Nico Myatovic,LW,Anaheim Ducks,NA,2850000,950000,3,2024,2024-03-29,RFA
Nicolas Aube-Kubel,RW,Buffalo Sabres,Washington Capitals,1500000,1500000,1,2024,2024-07-01,UFA
Nicolas Mattinen,RD,Toronto Maple Leafs,NA,775000,775000,1,2024,2024-04-14,UFA
Nikita Alexandrov,"C, RW, LW",St. Louis Blues,St. Louis Blues,775000,775000,1,2024,2024-09-30,other
Nikita Grebenkin,RW,Toronto Maple Leafs,NA,2625000,875000,3,2024,2024-04-29,RFA
Nikita Nesterenko,"LW, C",Anaheim Ducks,Anaheim Ducks,874125,874125,1,2024,2024-07-15,other
Nikita Prishchepov,C,Colorado Avalanche,NA,2420000,806667,3,2024,2024-10-06,RFA
Nikita Zadorov,"LD, RD",Boston Bruins,Calgary Flames,30000000,5000000,6,2024,2024-07-01,UFA
Niko Huuhtanen,RW,Tampa Bay Lightning,NA,2775000,925000,3,2024,2024-05-14,RFA
Nikolas Brouillard,LD,Seattle Kraken,NA,775000,775000,1,2024,2024-07-01,UFA
Nikolas Matinpalo,RD,Ottawa Senators,Ottawa Senators,775000,775000,1,2024,2024-06-20,other
Nils Hoglander,LW,Vancouver Canucks,Vancouver Canucks,9000000,3000000,3,2024,2024-10-06,UFA
Nils Lundkvist,RD,Dallas Stars,Dallas Stars,1250000,1250000,1,2024,2024-07-01,other
Noah Gregor,"RW, LW, C",Ottawa Senators,Toronto Maple Leafs,850000,850000,1,2024,2024-07-01,other
Noah Hanifin,LD,Vegas Golden Knights,Calgary Flames,58800000,7350000,8,2024,2024-04-11,UFA
Noah Philp,C,Edmonton Oilers,NA,775000,775000,1,2024,2024-07-01,other
