contract_id,model_position_group,cap_ceiling,aav_cap_share,eligible_overpay,expected_toi,overpay_residual,overpay_residual_std,partial_delivery_flag
877,defense,88000000,0.011363636363636364,TRUE,15.60311881902518,-4.121868819025181,-1.714904631769391,TRUE
878,forward,73000000,0.018493150684931507,TRUE,12.766380712812115,-2.7122140461454514,-1.1284173840313623,TRUE
879,forward,79500000,0.010995283018867924,FALSE,NA,NA,NA,FALSE
880,forward,81500000,0.009049079754601227,FALSE,NA,NA,NA,FALSE
881,forward,81500000,0.009202453987730062,TRUE,11.957339354274637,-2.074006020941301,-0.8628907633385101,FALSE
882,forward,82500000,0.00909090909090909,TRUE,11.947625934732145,0.5350257319345229,0.2225975998011781,FALSE
883,forward,83500000,0.009281437125748504,TRUE,11.964217269609367,-0.9103947696093666,-0.3787699889757682,FALSE
884,forward,75000000,0.012333333333333333,TRUE,12.229978851799814,-2.237013018466481,-0.930709868540617,FALSE
885,forward,79500000,0.009433962264150943,FALSE,NA,NA,NA,FALSE
886,forward,81500000,0.009202453987730062,FALSE,NA,NA,NA,FALSE
887,forward,81500000,0.009202453987730062,TRUE,11.957339354274637,-1.1097643542746365,-0.4617177583463786,FALSE
888,forward,82500000,0.00909090909090909,TRUE,11.947625934732145,-4.0357226013988114,-1.6790634747352344,FALSE
889,forward,83500000,0.009281437125748504,FALSE,NA,NA,NA,FALSE
890,forward,88000000,0.008806818181818181,TRUE,11.92288706933486,-3.7714987360015275,-1.569133064407189,FALSE
891,forward,73000000,0.012671232876712329,FALSE,NA,NA,NA,FALSE
892,forward,81500000,0.03987730061349693,TRUE,14.628529728459892,2.3011269382067745,0.9573844821081403,TRUE
893,forward,81500000,0.07116564417177915,TRUE,17.353143910128857,1.768859423204475,0.7359344392041304,FALSE
894,forward,88000000,0.09090909090909091,FALSE,NA,NA,NA,FALSE
895,forward,73000000,0.012671232876712329,FALSE,NA,NA,NA,FALSE
896,forward,79500000,0.07547169811320754,FALSE,NA,NA,NA,FALSE
897,forward,88000000,0.10227272727272728,TRUE,20.061973785041264,-0.03878545170792691,-0.016136697624191315,TRUE
898,forward,71400000,0.011204481792717087,FALSE,NA,NA,NA,FALSE
899,forward,75000000,0.009333333333333334,TRUE,11.968736433204494,4.957395233462172,2.062525621421006,FALSE
900,forward,79500000,0.028930817610062894,TRUE,13.675301163483343,1.5411588365166562,0.6411995488152854,FALSE
901,forward,81500000,0.02822085889570552,TRUE,13.613477386269496,1.006414280397168,0.4187189322876455,FALSE
902,forward,81500000,0.027607361963190184,FALSE,NA,NA,NA,FALSE
903,forward,81500000,0.024539877300613498,TRUE,13.292934541367266,1.0513437919660653,0.4374118676709847,FALSE
904,forward,82500000,0.015151515151515152,TRUE,12.475388396540868,2.188499936792466,0.9105259878503406,FALSE
905,forward,83500000,0.011976047904191617,TRUE,12.198866148587197,-0.3035611485871961,-0.1262966975888707,FALSE
906,forward,88000000,0.016477272727272726,TRUE,12.590836435061528,0.40083023160513953,0.16676552576348552,TRUE
907,forward,75000000,0.016,TRUE,12.54927514119409,0.7340581921392406,0.30540510844922136,FALSE
908,forward,79500000,0.008176100628930818,TRUE,11.867963676345923,0.8329363236540779,0.3465433816841274,FALSE
909,forward,81500000,0.020245398773006136,TRUE,12.918967888981328,3.341890444352007,1.390394419015137,FALSE
910,forward,81500000,0.020858895705521473,FALSE,NA,NA,NA,FALSE
911,forward,81500000,0.03680981595092025,TRUE,14.361410691041366,0.8459326422919666,0.35195050355205165,FALSE
