player_id,captain_name,match_status,team,team_abbr,season,source_page,alternate_data_available
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20242025,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20122013,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20132014,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20142015,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20152016,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20162017,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20172018,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20182019,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8469459,Mikko Koivu,exact,Minnesota Wild,MIN,20192020,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474716,Jared Spurgeon,exact,Minnesota Wild,MIN,20202021,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474716,Jared Spurgeon,exact,Minnesota Wild,MIN,20212022,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474716,Jared Spurgeon,exact,Minnesota Wild,MIN,20222023,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474716,Jared Spurgeon,exact,Minnesota Wild,MIN,20232024,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474716,Jared Spurgeon,exact,Minnesota Wild,MIN,20242025,https://en.wikipedia.org/wiki/List_of_Minnesota_Wild_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20122013,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20132014,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20142015,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20152016,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20162017,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8474157,Max Pacioretty,exact,Montreal Canadiens,MTL,20172018,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8470642,Shea Weber,exact,Montreal Canadiens,MTL,20182019,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8470642,Shea Weber,exact,Montreal Canadiens,MTL,20192020,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8470642,Shea Weber,exact,Montreal Canadiens,MTL,20202021,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8470642,Shea Weber,exact,Montreal Canadiens,MTL,20212022,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8480018,Nick Suzuki,exact,Montreal Canadiens,MTL,20222023,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8480018,Nick Suzuki,exact,Montreal Canadiens,MTL,20232024,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
8480018,Nick Suzuki,exact,Montreal Canadiens,MTL,20242025,https://en.wikipedia.org/wiki/List_of_Montreal_Canadiens_captains,FALSE
